"","FINAL_TREAT","TIME_TREAT","Study_DOI","CO2_mean","HCO3_mean","CO3_mean","Temp_mean","DIC_mean","pHT_mean","Temp_sd","CO2_sd","CO3_sd","HCO3_sd","DIC_sd","pHT_sd"
"2666","high CO2","No Comment","10.1594/PANGAEA.983617",21.7366666666667,2221.69333333333,156.118888888889,21,2399.54888888889,7.87258066552505,0,1.45586036822379,25.3024674195293,123.840573366586,146.998083896631,0.046139878432676
"2667","high pCO2","No Comment","10.1594/PANGAEA.830881",17.5555555555556,1562.33333333333,71.5555555555556,23.1444444444444,1651.44444444444,7.65347838215732,0.274367960552572,2.92023591132254,9.20748487795542,32.5192250830182,26.3538949261353,0.0628961268055159
"2668","high pCO2","No Comment","10.1594/PANGAEA.834555",27.2133333333333,1769.84333333333,87.9433333333333,25,1885,7.5932312991466,0,4.52288993159609,51.2999925276148,375.286059471083,421.690644904532,0.250126416473888
"2669","high pCO2","No Comment","10.1594/PANGAEA.835334",33.9501639344262,2235.99836065574,87.9614754098361,10.4098360655738,2357.91,7.7982134606013,1.37722981247665,6.38317377257739,10.0917404794391,33.1023361478819,29.2424301711409,0.0772392404346475
"2670","high pCO2 (950 µatm)","No Comment","10.1594/PANGAEA.836912",32.94,2081.34,82.44,15,2196.72,7.72569956529337,0,3.4381353958214,6.15080888989407,31.0024962704618,30.1645338104205,0.0380592074658528
"2671","high solar radiation-current CO2","No Comment","10.1594/PANGAEA.892795",28.38,2232.92,90.32,-0.38,2351.62,7.99599733489384,0,0,0,0,0,0
"2672","high solar radiation-future CO2","No Comment","10.1594/PANGAEA.892795",70.69,2357.23,40.42,-0.38,2468.34,7.62328091917115,0,0,0,0,0,0
"2673","high-light","No Comment","10.1594/PANGAEA.861820",23.32,2009.30875,159.755,15,2192.38375,7.97240341695293,0,15.7091420153089,86.9536613868066,219.258353249409,147.201664386699,0.293558916520185
"2675","intermediate","adult","10.1594/PANGAEA.971360",16.0614285714286,2081.19571428571,235.041428571429,27.885,2332.29857142857,7.97066937413199,0.33113769630328,2.76040447346813,23.0427501148874,56.1885909746302,35.9000606247002,0.0555307034277044
"2677","intermediate, Temp2","adult","10.1594/PANGAEA.971360",16.0614285714286,2081.19571428571,235.041428571429,28.1142857142857,2332.29857142857,7.96753727441898,0.116171056144439,2.76040447346813,23.0427501148874,56.1885909746302,35.9000606247002,0.0570680039515109
"2678","light","No Comment","10.1594/PANGAEA.836733",25.8175,1848.535,191.095,18,2065.4475,7.95488280100648,0,27.9163600480674,142.17166349171,67.7968536634751,126.353877232425,0.45048676266313
"2679","light limit","No Comment","10.1594/PANGAEA.952426",17.145,1824.24,201.075833333333,32.5,2042.46083333333,7.87126591237897,8.72278375988647,8.00407124666811,71.1900175535543,171.816596505642,108.3451426618,0.166833394992928
"2680","low CO2","No Comment","10.1594/PANGAEA.983617",9.22166666666667,2006.03777777778,299.740555555556,21,2315,8.20318061255149,0,1.21961541672196,32.2837403023333,139.921322369376,157.191455463038,0.0455584021288345
"2681","low pCO2","No Comment","10.1594/PANGAEA.830881",12,1494.22222222222,97.2222222222222,23.1444444444444,1603.44444444444,7.8037175481166,0.274367960552572,3.08220700148449,15.8806311097653,48.8486892807212,36.1701227227359,0.0893594535578236
"2682","low pCO2","No Comment","10.1594/PANGAEA.835334",13.5685245901639,2007.28508196721,173.62737704918,10.4098360655738,2194.48098360656,8.14273247976983,1.37722981247665,1.56605926031819,10.3523482227187,32.9499494537015,25.9654935486092,0.0487528858149747
"2683","low pCO2 (380 µatm)","No Comment","10.1594/PANGAEA.836912",13.8022222222222,1878.09777777778,159.628888888889,15,2051.52888888889,8.05780583559831,0,0.945433469073549,9.11806920960304,27.5592742002478,28.4934490034307,0.0262731642214124
"2684","low-light","No Comment","10.1594/PANGAEA.861820",29.515,2102.93,110.616666666667,15,2243.06166666667,7.82483874081488,0,12.8973156121729,42.5798490681527,113.574987387188,85.5137620308372,0.185127236761718
"2685","medium pCO2","No Comment","10.1594/PANGAEA.830881",14.1111111111111,1517.77777777778,85.7777777777778,23.1444444444444,1617.66666666667,7.74074683589814,0.274367960552572,3.82244831372657,16.1615112054673,44.5414912687535,32.1519828315456,0.0987764754321519
"2686","moderate solar radiation-current CO2","No Comment","10.1594/PANGAEA.892795",28.38,2232.92,90.32,-0.38,2351.62,7.99599733489384,0,0,0,0,0,0
"2687","moderate solar radiation-future CO2","No Comment","10.1594/PANGAEA.892795",70.69,2357.23,40.42,-0.38,2468.34,7.62328091917115,0,0,0,0,0,0
"2688","nitrate limit","No Comment","10.1594/PANGAEA.952426",17.145,1824.24,201.075833333333,32.5,2042.46083333333,7.87126591237897,8.72278375988647,8.00407124666811,71.1900175535543,171.816596505642,108.3451426618,0.166833394992928
"2689","nitrate-HH","No Comment","10.1594/PANGAEA.929551",30.4525,2099.205,108.73,20,2238.3875,7.71400757220917,7.90569415042095,4.95327080489919,23.1903270064626,55.072738870213,36.7854621419932,0.00315806314930735
"2690","nitrate-HL","No Comment","10.1594/PANGAEA.929551",12.7116666666667,1859.205,206.278333333333,22,2078.195,8.05200084389277,8.60232526704263,2.90621689945308,47.3867772344424,113.245178043041,68.71738375404,0.0102539781048556
"2691","nitrate-LH","No Comment","10.1594/PANGAEA.929551",30.4525,2099.205,108.73,20,2238.3875,7.71400757220917,7.90569415042095,4.95327080489919,23.1903270064626,55.072738870213,36.7854621419932,0.00315806314930735
"2692","nitrate-LL","No Comment","10.1594/PANGAEA.929551",13.29,1885.832,195.174,20,2094.296,8.05499972205299,7.90569415042095,2.83709358322915,43.3830229467703,103.504151945707,62.9148792417183,0.00799878472454188
"2693","nitrate-limited","No Comment","10.1594/PANGAEA.842157",22.97,1719.97,126.73,19,1869.67,7.87358903335917,0,19.5359233208978,70.0741100549982,167.569487974392,119.269512868964,0.331626349729199
"2694","nut replete-HH","No Comment","10.1594/PANGAEA.929551",31.545,2101.515,107.758333333333,21,2240.81833333333,7.71116913172825,10.2260172389562,7.29595161716414,30.2628547342558,71.9445816583848,48.8373379359141,0.0061194521338188
"2695","nut replete-HL","No Comment","10.1594/PANGAEA.929551",12.7116666666667,1859.205,206.278333333333,21,2078.195,8.05200084389277,10.2260172389562,2.90621689945308,47.3867772344424,113.245178043041,68.71738375404,0.0102539781048556
"2696","nut replete-LH","No Comment","10.1594/PANGAEA.929551",32.996,2118.876,100.46,20,2252.332,7.71120325907353,7.90569415042095,7.12377217490846,27.3003287525993,64.8806298520599,44.5771586129041,0.00684111708384717
"2697","nut replete-LL","No Comment","10.1594/PANGAEA.929551",13.29,1885.832,195.174,20,2094.296,8.05499972205299,7.90569415042095,2.83709358322915,43.3830229467703,103.504151945707,62.9148792417183,0.00799878472454188
"2698","nutrient supply","No Comment","10.1594/PANGAEA.861820",21.45125,1955.7775,160.055,15,2137.28375,7.98865656713333,0,13.844214302114,85.0531412034349,204.8780143507,133.673208122057,0.282136511274167
"2699","nutrient-replete","No Comment","10.1594/PANGAEA.842157",20.2,1786.65,142.15,19,1949,7.92254248884812,0,12.3192118992321,64.9384094214034,177.241361066562,125.674905284157,0.247052790161439
"2700","nutrient-replete","No Comment","10.1594/PANGAEA.861820",22.4333333333333,1978.61166666667,138.278333333333,15,2139.32333333333,7.93822051986762,0,11.3934870284153,64.4133866262803,171.941935945443,119.012974194693,0.229922184397775
"2702","ocean acidification","at the time of harvesting","10.1594/PANGAEA.873376",40.84,2116.13,66.85,15,2223.82,7.62855993638135,NA,NA,NA,NA,NA,NA
"2703","ocean acidification","cell-free media","10.1594/PANGAEA.873376",42.32,2143.15,66.17,15,2251.64,7.61860943501341,NA,NA,NA,NA,NA,NA
"2704","pCO2 1000 µatm +NO3-","No Comment","10.1594/PANGAEA.834556",26.26,2090.54,124.34,25,2241.14,7.74030387347272,NA,NA,NA,NA,NA,NA
"2705","pCO2 1000 µatm -NO3-","No Comment","10.1594/PANGAEA.834556",26.78,2083.12,121.08,25,2230.98,7.7303096158078,NA,NA,NA,NA,NA,NA
"2706","pCO2 1000 µatm at 90 µE","No Comment","10.1594/PANGAEA.833713",55,2190,47,3,2292,7.66662988957646,0,0,0,0,0,0
"2707","pCO2 1000 µatm under high light","No Comment","10.1594/PANGAEA.833713",55,2190,47,3,2292,7.66662988957646,0,0,0,0,0,0
"2708","pCO2 1400 µatm +NO3-","No Comment","10.1594/PANGAEA.834556",36.95,2180.41,96.13,25,2313.49,7.61027226926555,0,0,0,0,0,0
"2709","pCO2 1400 µatm -NO3-","No Comment","10.1594/PANGAEA.834556",38.64,2177.02,91.66,25,2307.32,7.59026892615796,0,0,0,0,0,0
"2710","pCO2 160 µatm at 90 µE","No Comment","10.1594/PANGAEA.833713",9,1808,194,3,2011,8.36557945027174,0,0,0,0,0,0
"2711","pCO2 160 µatm under high light","No Comment","10.1594/PANGAEA.833713",9,1808,194,3,2011,8.36557945027174,0,0,0,0,0,0
"2713","pCO2 171 ppm","at the end of experiment","10.1594/PANGAEA.833852",5.2,1548.1,316.4,20,1869.7,8.35676456821844,0,0.632455532033676,12.3486391512947,29.2705768078913,18.7915465628091,0.0245937668168579
"2714","pCO2 171 ppm","at the start of experiment","10.1594/PANGAEA.833852",7.7,1700,259.5,20,1967.2,8.22995265295551,0,0.674948557710553,10.4907366545708,25.6255081250434,15.8029533104839,0.0243513275420451
"2715","pCO2 180 µatm +NO3-","No Comment","10.1594/PANGAEA.834556",4.88,1547.69,366.49,25,1919.06,8.34032964462969,NA,NA,NA,NA,NA,NA
"2716","pCO2 180 µatm -NO3-","No Comment","10.1594/PANGAEA.834556",4.99,1545.01,357.54,25,1907.54,8.33034483320477,NA,NA,NA,NA,NA,NA
"2717","pCO2 380 µatm +NO3-","No Comment","10.1594/PANGAEA.834556",9.56,1784.14,248.77,25,2042.47,8.11032056817058,0,0,0,0,0,0
"2718","pCO2 380 µatm -NO3-","No Comment","10.1594/PANGAEA.834556",9.64,1799,250.84,25,2059.48,8.11031712087338,0,0,0,0,0,0
"2720","pCO2 386 ppm","at the end of experiment","10.1594/PANGAEA.833852",9.4,1759.1,230.9,20,1999.4,8.16246837502053,0,1.71269767715535,26.0957638111799,63.7712056234369,41.018153162824,0.064061991179451
"2721","pCO2 386 ppm","at the start of experiment","10.1594/PANGAEA.833852",12.8,1869.4,190.6,20,2072.8,8.05492742783471,0,0.421637021355784,2.7968235951204,6.41525958598368,4.02216083439956,0.00786182765057779
"2723","pCO2 614 ppm","at the end of experiment","10.1594/PANGAEA.833852",13.8,1877.9,179.8,20,2071.5,8.02542944169609,0,2.34757558155453,19.8818733747323,53.5255909718789,36.0069437747777,0.0604583115555427
"2724","pCO2 614 ppm","at the start of experiment","10.1594/PANGAEA.833852",18.6,1983.3,145.1,20,2147,7.91078679934778,0,0.516397779494322,2.07899548393502,4.90011337737313,3.52766841475279,0.00721413219110849
"2726","pCO2 795 ppm","at the end of experiment","10.1594/PANGAEA.833852",18.3,1967.7,147.2,20,2133.2,7.91810984384755,0,2.86937856222098,16.7650429962666,43.8331432188526,29.9399398796992,0.0584076491492962
"2727","pCO2 795 ppm","at the start of experiment","10.1594/PANGAEA.833852",23.6,2038.6,121.8,20,2184,7.8228308322848,0,0.516397779494322,1.54919333848297,3.37309617084627,2.58198889747161,0.00613073718257212
"2729","pCO2 high","Calculated from means","10.1594/PANGAEA.777432",41.904,2204.666,72.168,15,2318.738,7.64269510363679,0,3.26919409029198,6.17154923823832,22.2861465937923,24.6334177490659,0.0356679826692859
"2732","pCO2 low","Calculated from means","10.1594/PANGAEA.777432",17.142,1990.008,144.148,15,2151.298,7.98687214130247,0,1.61318628806471,15.9855394028478,46.1306537998325,55.8485185121324,0.0439501067362784
"2734","pCO2 treatment 1","No Comment","10.1594/PANGAEA.716818",3.96,1619.14,566.57,25,2189.67,8.50992066499159,NA,NA,NA,NA,NA,NA
"2735","pCO2 treatment 10","No Comment","10.1594/PANGAEA.716818",11.8,2127.078,331.631,25,2470.509,8.15882319682211,NA,NA,NA,NA,NA,NA
"2736","pCO2 treatment 11","No Comment","10.1594/PANGAEA.716818",11.98,2204.615,347.897,25,2564.492,8.16406941786514,NA,NA,NA,NA,NA,NA
"2737","pCO2 treatment 12","No Comment","10.1594/PANGAEA.716818",12.73,1867.671,242.867,25,2123.268,8.08001962497799,NA,NA,NA,NA,NA,NA
"2738","pCO2 treatment 13","No Comment","10.1594/PANGAEA.716818",13.71,1912.032,229.874,25,2155.616,8.04594618868784,NA,NA,NA,NA,NA,NA
"2739","pCO2 treatment 14","No Comment","10.1594/PANGAEA.716818",14.31,1823.998,212.155,25,2050.463,8.03158040585784,NA,NA,NA,NA,NA,NA
"2740","pCO2 treatment 15","No Comment","10.1594/PANGAEA.716818",15.51,1913.028,207.242,25,2135.78,8.00070794031583,NA,NA,NA,NA,NA,NA
"2741","pCO2 treatment 16","No Comment","10.1594/PANGAEA.716818",15.56,1874.707,208.94,25,2099.207,8.01303968147564,NA,NA,NA,NA,NA,NA
"2742","pCO2 treatment 17","No Comment","10.1594/PANGAEA.716818",16.82,2217.37,253.107,25,2487.297,8.02341748098605,NA,NA,NA,NA,NA,NA
"2743","pCO2 treatment 18","No Comment","10.1594/PANGAEA.716818",24.11,2008.095,143.091,25,2175.296,7.81877955611042,NA,NA,NA,NA,NA,NA
"2744","pCO2 treatment 2","No Comment","10.1594/PANGAEA.716818",4.41,1860.072,669.671,25,2534.153,8.5222832291112,NA,NA,NA,NA,NA,NA
"2745","pCO2 treatment 3","No Comment","10.1594/PANGAEA.716818",4.42,1657.684,532.447,25,2194.551,8.47272613084722,NA,NA,NA,NA,NA,NA
"2746","pCO2 treatment 4","No Comment","10.1594/PANGAEA.716818",5.89,1711.96,429.561,25,2147.411,8.36548272368712,NA,NA,NA,NA,NA,NA
"2747","pCO2 treatment 5","No Comment","10.1594/PANGAEA.716818",7.43,2068.72,492.352,25,2568.502,8.34252548538915,NA,NA,NA,NA,NA,NA
"2748","pCO2 treatment 6","No Comment","10.1594/PANGAEA.716818",7.58,1801.559,366.453,25,2175.592,8.2743212839687,NA,NA,NA,NA,NA,NA
"2749","pCO2 treatment 7","No Comment","10.1594/PANGAEA.716818",9.83,2177.679,412.133,25,2599.642,8.24299501941627,NA,NA,NA,NA,NA,NA
"2750","pCO2 treatment 8","No Comment","10.1594/PANGAEA.716818",10.51,1816.109,285.402,25,2112.021,8.16226659365504,NA,NA,NA,NA,NA,NA
"2751","pCO2 treatment 9","No Comment","10.1594/PANGAEA.716818",10.99,1869.344,275.36,25,2155.694,8.13416311672469,NA,NA,NA,NA,NA,NA
"2752","pCO2=1000","No Comment","10.1594/PANGAEA.763842",23.36,2007.65533333333,111.852,15,2142.86733333333,7.86533510379416,0,5.49832571918813,23.2969649157506,50.9706978660522,55.6302564728772,0.0974756000536455
"2753","pCO2=1000ppm","No Comment","10.1594/PANGAEA.823378",37.5733333333333,2272.68,90.08,18,2400.33333333333,7.67376242213363,0,4.34390947759614,12.09730816607,89.9596245771071,96.877232610135,0.0528720683972486
"2754","pCO2=120 Pa","No Comment","10.1594/PANGAEA.846486",34.72,1610.835,52.435,21,1697.99,7.5351362232749,0,2.08134571851963,11.5186053843336,130.845441762409,140.282701428223,0.0613719288031232
"2755","pCO2=1200 ppm - FCN","No Comment","10.1594/PANGAEA.756687",21.485,1882.745,158.57,25,2062.8,7.85842997227389,0,15.9876843226278,86.1821744910164,238.627325447024,168.432835278636,0.30400285208339
"2756","pCO2=1200 ppm - NCD","No Comment","10.1594/PANGAEA.756687",31.835,2037.74,99.27,25,2168.845,7.65350616509244,0,1.03944696834422,3.22440692221066,0,2.18495995386686,0.0141088792672339
"2757","pCO2=1200 ppm - NCN","No Comment","10.1594/PANGAEA.756687",23.96,1935.995,131.745,25,2091.7,7.78344132514125,0,12.0773838226662,49.4904036152465,137.539340008595,100.126320216015,0.1980318164562
"2758","pCO2=1269","No Comment","10.1594/PANGAEA.763286",42.56,2118.8,70.58,20,2231.94,7.56913844421987,NA,NA,NA,NA,NA,NA
"2759","pCO2=1340 ppm","No Comment","10.1594/PANGAEA.833162",45.2362204724409,2039.13779527559,63.7755905511811,18,2148.14960629921,7.57435255466506,0,1.09945507820299,1.68251724341142,14.3251592111336,15.1621427564483,0.0120089429362658
"2760","pCO2=1400 micro atm","end","10.1594/PANGAEA.824705",66,2263,49.1639344262295,15,2378.16393442623,7.46595191007227,0,0,0.3732884438274,5.29150262212918,5.61005147887508,0.00248055571141155
"2761","pCO2=1400 micro atm","start","10.1594/PANGAEA.824705",46.1639344262295,2186,65.8360655737705,15,2298,7.60779205057865,0,0.687515523918126,0.687515523918126,4.04145188432738,4.04145188432738,0.0052223944603532
"2762","pCO2=1400A","No Comment","10.1594/PANGAEA.771912",66.51,7203.23,513.71,18,7783.45,7.93220264649406,0,2.50570016828298,21.6621820999948,16.2350895696122,35.3915715013242,0.017342685678182
"2763","pCO2=1400B","No Comment","10.1594/PANGAEA.771912",64.32,7213.335,532.345,18,7810,7.9472260761648,0,1.59348674296337,15.1785385769952,13.5504108178801,27.1354626519119,0.0115695486865931
"2764","pCO2=150","No Comment","10.1594/PANGAEA.777431",3.68,1432.6,431.02,25,1867.3,8.44432396786237,0,0,0,0,0,0
"2765","pCO2=150 Pa","No Comment","10.1594/PANGAEA.846486",49.1,1836.11,47.39,21,1932.6,7.44206953917206,0,0,0,0,0,0
"2766","pCO2=150 micro atm","end","10.1594/PANGAEA.824705",9.16393442622951,1816,224.16393442623,15,2049.32786885246,8.22046236392918,0,0.3732884438274,0.3732884438274,13.7477270848675,13.8644885847206,0.00374769863937432
"2767","pCO2=150 micro atm","start","10.1594/PANGAEA.824705",6,1676.96721311475,308.803278688525,15,1991.77049180328,8.39415403628884,0,0,1.46991691523872,3.0053686025442,4.27158613250765,0.00152473211799649
"2768","pCO2=1500","No Comment","10.1594/PANGAEA.736022",54.08,1992.99,46.9333333333333,15,2094.00333333333,7.50048250617387,0,3.23949070071207,2.85365263010993,34.6102687074226,36.2866371179988,0.0254148958942554
"2769","pCO2=1532","No Comment","10.1594/PANGAEA.763286",50.45,4570.62,277.05,20,4898.12,7.82912979328044,NA,NA,NA,NA,NA,NA
"2770","pCO2=160 Pa","No Comment","10.1594/PANGAEA.846486",50.81,1712.9,39.86,21,1803.57,7.39708681137877,0,0,0,0,0,0
"2771","pCO2=1634","No Comment","10.1594/PANGAEA.763286",54.06,2089.46,54.03,20,2197.55,7.45914766044368,NA,NA,NA,NA,NA,NA
"2772","pCO2=170 Pa","No Comment","10.1594/PANGAEA.846486",53.7,1801.98,41.74,21,1897.42,7.39508400463203,0,0,0,0,0,0
"2773","pCO2=180","No Comment","10.1594/PANGAEA.763842",5.90533333333333,1685.404,302.292666666667,15,1993.602,8.38077715912368,0,1.02132873304944,33.5854922902874,86.5762006063362,92.6785629551331,0.0536899403593074
"2774","pCO2=190","No Comment","10.1594/PANGAEA.736022",6.56666666666667,1775.7,306.4,15,2088.66666666667,8.36596470911219,0,0.398789836045671,5.09497791948111,43.0927244439244,40.5010287935175,0.0159755318225305
"2775","pCO2=190 Pa","No Comment","10.1594/PANGAEA.846486",57.67,1985.15,47.16,21,2089.98,7.40606199472138,0,0,0,0,0,0
"2776","pCO2=200A","No Comment","10.1594/PANGAEA.771912",8.8,1067.495,85.31,18,1161.605,7.98156986559665,0,0.27712812921102,4.09918691124634,8.87387363744462,12.6959324194799,0.0172698524738331
"2777","pCO2=200B","No Comment","10.1594/PANGAEA.771912",14.515,1111.72,56.015,18,1182.25,7.78151463428515,0,0.0173205080756884,1.58771324027147,16.4660296772881,18.0710634256353,0.00587947977123255
"2778","pCO2=215","No Comment","10.1594/PANGAEA.763286",7.14,1910.15,341.7,20,2258.99,8.29912426045323,NA,NA,NA,NA,NA,NA
"2779","pCO2=280A","No Comment","10.1594/PANGAEA.771912",11.43,1453.55,121.57,18,1586.55,8.00167629546189,0,0.173205080756888,1.3971876514389,2.55188818981819,1.32790561913611,0.00575391155031738
"2780","pCO2=280B","No Comment","10.1594/PANGAEA.771912",12.675,1453.215,109.555,18,1575.445,7.95660203540373,0,0.132790561913613,1.21820906799011,15.686606813882,17.0376064437857,0.000141243578914789
"2782","pCO2=380","No Comment","10.1594/PANGAEA.763842",11.6193333333333,1860.32333333333,188.393333333333,15,2060.336,8.13112573393152,0,2.14387655117235,23.6657125897564,40.8051354727855,27.6523144988418,0.0655975551609052
"2783","pCO2=380 micro atm","end","10.1594/PANGAEA.824705",19.377358490566,2033.81132075472,135.811320754717,15,2189,7.95362250809436,0,0.489364387372484,0.961901237805487,11.7244921224654,12.5422363359846,0.00258112658283439
